cliente_id,edad,ingreso_mensual,antiguedad_bancaria,departamento,banco_principal,app_preferida,tipo_operacion_frecuente,monto_promedio_transaccion,tiene_token_fisico,tiene_token_digital,score_riesgo,fecha_registro
2584,35,43242.0,0,Lima,BBVA,Lukita,Pago de Servicios,31.24,0,1,0.15,2024-02-09 04:34:58
2585,40,37387.25,9,Piura,Pichincha,Banca Móvil Propia,Compras Online,101.64,0,1,0.0,2024-10-27 04:34:58
2586,43,27868.57,0,Arequipa,BBVA,Tunki,Pago de Tarjeta de Crédito,60.41,1,0,0.15,2024-05-29 04:34:58
2587,37,22157.5,0,Piura,Interbank,QR,Pago de Servicios,143.14,0,1,0.1,2024-05-01 04:34:58
2588,30,13488.68,4,Lima,Interbank,Tunki,Compras Online,148.67,0,0,0.0,2024-10-19 04:34:58
2589,25,31887.58,6,Lima,Scotiabank,QR,Pago de Tarjeta de Crédito,92.24,0,1,0.3,2024-10-08 04:34:58
2590,36,50000.0,0,Arequipa,BCP,Yape,Recarga de Celular,94.19,0,0,0.1,2024-11-13 04:34:58
2591,22,26135.58,12,Arequipa,Scotiabank,Banca Móvil Propia,Pago de Préstamos,74.16,0,0,0.45,2024-05-15 04:34:58
2592,18,50000.0,18,Lima,Scotiabank,Lukita,Pago de Préstamos,88.9,0,1,0.0,2024-07-07 04:34:58
2593,40,10272.38,4,Trujillo,BCP,QR,Compras Online,623.85,1,1,0.0,2024-05-21 04:34:58
2594,45,12368.63,3,Otros,BCP,Yape,Compras Online,249.09,0,1,0.0,2024-10-06 04:34:58
2595,18,33779.21,6,Lima,Pichincha,Banca Móvil Propia,Pago de Servicios,252.48,0,1,0.0,2023-12-09 04:34:58
2596,22,25138.23,1,Trujillo,Scotiabank,Tunki,Transferencia Mismo Banco,408.28,0,1,0.0,2024-03-30 04:34:58
2597,42,42484.35,3,Cusco,BCP,Yape,Pago de Servicios,373.73,0,1,0.2,2024-03-07 04:34:58
2598,59,21856.73,12,Lima,BBVA,Yape,Transferencia Mismo Banco,616.94,0,1,0.15,2023-12-11 04:34:58
2599,35,14271.39,15,Lima,BBVA,Yape,Pago de Servicios,267.31,0,1,0.0,2024-02-24 04:34:58
2600,26,19795.37,13,Piura,BBVA,Lukita,Pago de Servicios,182.21,0,1,0.1,2024-09-30 04:34:58
2601,32,10235.92,1,Lima,BBVA,Banca Móvil Propia,Transferencia Mismo Banco,82.21,0,1,0.0,2024-11-05 04:34:58
2602,51,12527.79,1,Lima,BCP,Yape,Retiro sin Tarjeta,65.1,1,1,0.1,2024-06-22 04:34:58
2603,27,35818.58,1,Arequipa,Interbank,QR,Pago de Tarjeta de Crédito,358.62,0,1,0.4,2024-11-27 04:34:58
2604,25,34077.54,2,Arequipa,Scotiabank,Yape,Transferencia Interbancaria,132.81,1,1,0.3,2024-02-02 04:34:58
2605,29,26410.11,1,Trujillo,Scotiabank,Banca Móvil Propia,Pago de Tarjeta de Crédito,38.1,0,1,0.15,2024-06-14 04:34:58
2606,23,9315.74,2,Lima,BCP,QR,Pago de Préstamos,18.3,0,0,0.15,2024-10-10 04:34:58
2607,36,18412.74,4,Piura,Scotiabank,QR,Transferencia Mismo Banco,1271.09,0,1,0.35,2024-10-01 04:34:58
2608,54,11938.22,7,Lima,BCP,Yape,Transferencia Interbancaria,55.37,0,1,0.25,2024-07-25 04:34:58
2609,38,39666.67,6,Trujillo,BBVA,Banca Móvil Propia,Pago de Préstamos,74.72,0,1,0.0,2024-11-23 04:34:58
2610,31,16450.96,8,Trujillo,BanBif,Tunki,Pago de Tarjeta de Crédito,506.78,0,1,0.0,2024-07-03 04:34:58
2611,31,12799.05,0,Trujillo,BBVA,Lukita,Pago de Tarjeta de Crédito,44.32,1,1,0.1,2024-07-03 04:34:58
2612,18,22357.07,0,Trujillo,BCP,Plin,Pago de Servicios,252.5,0,0,0.3,2024-09-05 04:34:58
2613,45,15993.26,7,Arequipa,BCP,Banca Móvil Propia,Retiro sin Tarjeta,917.8,0,1,0.45,2024-07-17 04:34:58
2614,34,46252.55,3,Piura,BBVA,Yape,Transferencia Mismo Banco,1228.85,0,1,0.1,2024-10-29 04:34:58
2615,32,15253.96,4,Arequipa,Scotiabank,Banca Móvil Propia,Retiro sin Tarjeta,94.87,0,1,0.1,2024-08-19 04:34:58
2616,73,10942.24,0,Cusco,Pichincha,Banca Móvil Propia,Transferencia Mismo Banco,146.64,0,1,0.1,2024-06-11 04:34:58
2617,38,7506.64,1,Lima,Scotiabank,Banca Móvil Propia,Pago de Tarjeta de Crédito,99.84,0,1,0.0,2024-06-14 04:34:58
2618,25,21690.0,5,Cusco,Scotiabank,Banca Móvil Propia,Compras Online,145.77,0,1,0.15,2024-05-27 04:34:58
2619,29,16631.19,9,Trujillo,Interbank,Web Banking,Recarga de Celular,543.63,1,0,0.0,2024-08-26 04:34:58
2620,48,10781.08,12,Piura,Scotiabank,QR,Transferencia Mismo Banco,36.62,1,1,0.0,2024-01-21 04:34:58
2621,36,39919.22,3,Trujillo,BCP,Yape,Compras Online,283.71,0,1,0.35,2024-05-25 04:34:58
2622,18,30749.3,3,Lima,BanBif,QR,Transferencia Interbancaria,122.06,0,1,0.15,2023-12-15 04:34:58
2623,46,21717.88,8,Lima,BBVA,Yape,Recarga de Celular,583.18,0,1,0.2,2024-02-12 04:34:58
2624,26,43571.7,3,Trujillo,BanBif,Banca Móvil Propia,Pago de Servicios,553.03,0,1,0.45,2024-08-03 04:34:58
2625,57,30676.99,3,Lima,BCP,QR,Compras Online,98.78,0,1,0.25,2024-02-24 04:34:58
2626,47,14597.01,11,Piura,Interbank,Yape,Pago de Tarjeta de Crédito,132.85,0,0,0.15,2024-09-17 04:34:58
2627,29,13100.29,7,Otros,Interbank,QR,Pago de Préstamos,362.41,0,0,0.35,2024-07-15 04:34:58
2628,50,33156.39,11,Otros,Pichincha,QR,Transferencia Mismo Banco,396.76,0,1,0.0,2024-01-29 04:34:58
2629,35,26854.36,1,Lima,Scotiabank,Banca Móvil Propia,Compras Online,12.52,0,0,0.1,2024-04-28 04:34:58
2630,45,23977.57,3,Arequipa,BBVA,Plin,Pago de Tarjeta de Crédito,361.24,1,1,0.45,2024-02-19 04:34:58
2631,40,14425.48,9,Otros,BBVA,Plin,Compras Online,770.07,1,1,0.3,2024-09-11 04:34:58
2632,24,29851.0,0,Lima,BBVA,Web Banking,Transferencia Interbancaria,191.64,0,1,0.0,2024-08-22 04:34:58
2633,27,15096.99,7,Lima,BCP,Yape,Pago de Préstamos,383.82,0,1,0.0,2024-05-09 04:34:58
2634,47,20931.42,1,Arequipa,BCP,Tunki,Pago de Servicios,533.13,1,0,0.0,2024-06-04 04:34:58
2635,30,45409.29,8,Lima,BCP,Yape,Transferencia Interbancaria,185.23,1,1,0.0,2024-07-10 04:34:58
2636,30,15828.75,4,Lima,BBVA,Plin,Pago de Servicios,335.03,1,1,0.3,2024-03-13 04:34:58
2637,23,10031.7,1,Lima,BanBif,QR,Pago de Tarjeta de Crédito,150.31,0,1,0.0,2024-08-03 04:34:58
2638,40,13013.29,3,Lima,BanBif,Plin,Transferencia Mismo Banco,140.87,0,1,0.0,2023-12-07 04:34:58
2639,59,36212.13,5,Lima,BCP,Web Banking,Compras Online,76.59,0,0,0.25,2024-09-24 04:34:58
2640,22,25018.37,5,Lima,BCP,Plin,Pago de Préstamos,176.45,0,1,0.15,2023-12-24 04:34:58
2641,35,20651.87,2,Lima,BCP,Plin,Pago de Préstamos,979.32,1,1,0.3,2024-08-14 04:34:58
2642,51,17076.41,11,Otros,BCP,Yape,Pago de Préstamos,60.19,0,1,0.3,2024-10-08 04:34:58
2643,34,28076.27,3,Trujillo,BCP,Web Banking,Retiro sin Tarjeta,275.03,0,0,0.35,2024-09-15 04:34:58
2644,40,14406.68,3,Lima,BBVA,Plin,Compras Online,204.58,0,0,0.0,2024-10-31 04:34:58
2645,22,25663.7,0,Piura,BBVA,Banca Móvil Propia,Pago de Servicios,648.61,0,0,0.2,2024-02-03 04:34:58
2646,40,15281.11,12,Lima,BBVA,Plin,Pago de Préstamos,782.81,0,1,0.1,2024-06-18 04:34:58
2647,32,14061.14,0,Lima,BBVA,Plin,Pago de Tarjeta de Crédito,58.89,1,1,0.0,2024-08-04 04:34:58
2648,46,16014.6,3,Lima,BCP,Banca Móvil Propia,Retiro sin Tarjeta,83.58,0,0,0.0,2024-03-04 04:34:58
2649,49,18256.86,8,Arequipa,Interbank,Banca Móvil Propia,Pago de Préstamos,88.27,0,1,0.0,2024-11-04 04:34:58
2650,66,21495.2,1,Lima,Scotiabank,Yape,Pago de Servicios,91.45,0,1,0.45,2023-12-08 04:34:58
2651,41,24778.41,3,Lima,BCP,Plin,Retiro sin Tarjeta,99.64,0,1,0.3,2024-11-19 04:34:58
2652,38,3483.59,1,Otros,BCP,Banca Móvil Propia,Transferencia Mismo Banco,209.99,0,0,0.25,2024-06-22 04:34:58
2653,37,14708.41,7,Otros,BCP,Plin,Transferencia Interbancaria,63.35,1,0,0.25,2024-07-04 04:34:58
2654,30,18109.92,4,Lima,BCP,Yape,Compras Online,72.91,0,1,0.0,2024-02-11 04:34:58
2655,39,46748.2,9,Otros,BBVA,Plin,Transferencia Mismo Banco,67.32,1,0,0.0,2024-05-15 04:34:58
2656,31,12835.87,11,Arequipa,BCP,Yape,Pago de Servicios,242.89,0,0,0.3,2024-03-21 04:34:58
2657,37,23894.37,5,Trujillo,BBVA,Yape,Pago de Préstamos,139.24,0,1,0.0,2024-05-30 04:34:58
2658,50,46514.3,6,Lima,BCP,Yape,Recarga de Celular,116.59,0,1,0.55,2024-11-26 04:34:58
2659,22,11424.5,3,Trujillo,Interbank,Banca Móvil Propia,Transferencia Interbancaria,63.95,1,0,0.0,2024-09-08 04:34:58
2660,48,26822.27,2,Trujillo,BCP,Yape,Pago de Préstamos,29.84,1,1,0.15,2024-04-04 04:34:58
2661,50,14748.02,5,Trujillo,BBVA,Banca Móvil Propia,Retiro sin Tarjeta,758.64,0,1,0.2,2024-06-16 04:34:58
2662,33,17114.53,11,Cusco,BCP,Web Banking,Transferencia Interbancaria,111.19,1,1,0.0,2024-04-19 04:34:58
2663,18,14741.83,2,Trujillo,BCP,Web Banking,Transferencia Interbancaria,2231.64,0,1,0.15,2024-07-31 04:34:58
2664,27,15276.51,1,Cusco,Scotiabank,QR,Pago de Préstamos,321.43,1,0,0.25,2024-01-04 04:34:58
2665,50,50000.0,2,Trujillo,Interbank,Plin,Transferencia Mismo Banco,924.5,0,1,0.2,2024-03-30 04:34:58
2666,34,33598.21,2,Piura,BCP,Yape,Pago de Servicios,400.81,1,1,0.0,2024-09-18 04:34:58
2667,23,38210.63,0,Cusco,Interbank,QR,Pago de Tarjeta de Crédito,173.91,0,1,0.2,2024-09-11 04:34:58
2668,28,28169.55,3,Trujillo,Interbank,Yape,Pago de Tarjeta de Crédito,81.64,0,1,0.0,2024-08-21 04:34:58
2669,45,9866.22,3,Trujillo,BBVA,Plin,Transferencia Mismo Banco,55.88,1,1,0.15,2024-10-11 04:34:58
2670,41,26835.45,4,Trujillo,BBVA,Banca Móvil Propia,Pago de Servicios,454.71,0,1,0.35,2024-05-02 04:34:58
2671,32,37664.18,2,Lima,Scotiabank,Yape,Recarga de Celular,193.45,1,0,0.0,2024-02-12 04:34:58
2672,30,14375.78,4,Lima,BCP,Lukita,Compras Online,274.93,0,1,0.15,2024-02-08 04:34:58
2673,30,35691.34,10,Cusco,BBVA,Lukita,Transferencia Mismo Banco,335.17,0,1,0.15,2024-08-28 04:34:58
2674,23,31324.88,15,Piura,BCP,Banca Móvil Propia,Pago de Préstamos,211.87,1,0,0.35,2024-06-04 04:34:58
2675,54,50000.0,4,Piura,Scotiabank,QR,Compras Online,92.59,0,1,0.25,2024-06-27 04:34:58
2676,31,17874.11,0,Cusco,BanBif,Plin,Recarga de Celular,408.59,0,1,0.35,2024-10-19 04:34:58
2677,49,12723.35,17,Lima,Scotiabank,Lukita,Pago de Servicios,121.73,0,1,0.25,2024-03-06 04:34:58
2678,53,18383.08,6,Lima,Scotiabank,Plin,Transferencia Interbancaria,162.48,0,1,0.35,2024-10-12 04:34:58
2679,46,45151.8,2,Cusco,Pichincha,Banca Móvil Propia,Recarga de Celular,304.11,0,1,0.2,2024-09-23 04:34:58
2680,29,8829.0,0,Arequipa,Interbank,Yape,Recarga de Celular,139.92,0,0,0.1,2024-08-20 04:34:58
2681,39,7830.74,0,Piura,Scotiabank,Lukita,Pago de Préstamos,24.1,0,1,0.15,2024-08-12 04:34:58
2682,34,23033.33,0,Lima,Pichincha,Web Banking,Pago de Servicios,420.14,0,0,0.1,2023-12-14 04:34:58
2683,24,17653.78,0,Piura,BCP,Yape,Pago de Servicios,520.57,1,1,0.2,2024-10-12 04:34:58
2684,38,22111.74,11,Cusco,Interbank,Yape,Compras Online,23.78,1,1,0.4,2024-04-25 04:34:58
2685,20,35335.94,3,Trujillo,Interbank,Yape,Pago de Préstamos,52.28,1,1,0.15,2024-04-22 04:34:58
2686,49,16709.21,6,Lima,BanBif,Tunki,Transferencia Mismo Banco,1123.14,0,0,0.15,2024-08-08 04:34:58
2687,29,8634.29,8,Otros,Scotiabank,Plin,Transferencia Mismo Banco,187.17,1,0,0.0,2024-09-19 04:34:58
2688,37,50000.0,7,Cusco,Scotiabank,QR,Pago de Servicios,148.94,0,1,0.35,2024-02-04 04:34:58
2689,38,13378.25,10,Trujillo,BanBif,Tunki,Compras Online,96.89,1,0,0.0,2024-07-30 04:34:58
2690,31,12971.13,17,Trujillo,BBVA,Tunki,Recarga de Celular,52.95,1,1,0.0,2024-04-12 04:34:58
2691,42,38248.51,2,Cusco,BCP,Banca Móvil Propia,Compras Online,122.19,0,0,0.0,2024-05-09 04:34:58
2692,29,18174.15,15,Cusco,BCP,Yape,Pago de Préstamos,393.24,1,0,0.0,2024-08-03 04:34:58
2693,45,21339.29,6,Lima,BBVA,Plin,Retiro sin Tarjeta,146.1,0,1,0.35,2024-04-17 04:34:58
2694,18,28040.22,0,Lima,BBVA,Lukita,Transferencia Mismo Banco,273.22,0,1,0.1,2024-05-07 04:34:58
2695,36,37865.34,5,Lima,BBVA,Lukita,Pago de Servicios,867.58,0,1,0.3,2024-09-10 04:34:58
2696,58,18643.81,5,Arequipa,BBVA,Yape,Retiro sin Tarjeta,83.06,1,1,0.15,2024-06-02 04:34:58
2697,22,47097.54,11,Lima,BanBif,Yape,Retiro sin Tarjeta,200.91,1,0,0.15,2023-12-07 04:34:58
2698,26,7571.15,2,Lima,BBVA,Plin,Pago de Préstamos,405.21,0,0,0.2,2024-09-19 04:34:58
2699,41,32205.54,4,Arequipa,Scotiabank,Plin,Retiro sin Tarjeta,58.39,0,0,0.1,2024-05-30 04:34:58
2700,37,14475.84,0,Piura,BanBif,Plin,Retiro sin Tarjeta,177.34,0,1,0.35,2024-11-12 04:34:58
2701,39,43745.13,2,Trujillo,BBVA,Banca Móvil Propia,Transferencia Interbancaria,965.19,0,1,0.1,2024-09-13 04:34:58
2702,40,23647.73,0,Lima,BBVA,Lukita,Transferencia Mismo Banco,105.61,0,1,0.1,2024-07-04 04:34:58
2703,42,15733.5,3,Cusco,Scotiabank,Yape,Retiro sin Tarjeta,431.97,0,0,0.15,2024-03-04 04:34:58
2704,48,30681.67,8,Lima,Interbank,Banca Móvil Propia,Retiro sin Tarjeta,128.88,0,0,0.15,2024-02-22 04:34:58
2705,39,34426.92,1,Arequipa,BCP,Yape,Pago de Préstamos,897.48,0,1,0.15,2024-07-30 04:34:58
2706,32,30362.0,3,Piura,BCP,Plin,Pago de Servicios,28.63,0,1,0.0,2024-08-18 04:34:58
2707,43,13162.83,1,Cusco,BCP,Banca Móvil Propia,Pago de Tarjeta de Crédito,158.37,1,1,0.2,2024-01-03 04:34:58
2708,57,17291.86,0,Cusco,BCP,QR,Pago de Servicios,33.82,1,0,0.0,2024-06-01 04:34:58
2709,33,21981.66,3,Arequipa,BCP,Yape,Pago de Tarjeta de Crédito,73.64,1,1,0.1,2024-09-30 04:34:58
2710,23,21576.72,0,Otros,BCP,Yape,Transferencia Interbancaria,73.2,0,0,0.15,2024-08-01 04:34:58
2711,48,32044.24,4,Lima,Interbank,Banca Móvil Propia,Retiro sin Tarjeta,113.64,0,1,0.1,2024-08-13 04:34:58
2712,33,8042.94,0,Trujillo,Pichincha,Plin,Transferencia Interbancaria,45.23,1,1,0.0,2024-06-03 04:34:58
2713,18,26034.13,0,Piura,Interbank,Yape,Pago de Préstamos,138.14,1,1,0.3,2024-06-25 04:34:58
2714,45,19053.56,3,Trujillo,BanBif,Yape,Pago de Tarjeta de Crédito,235.21,0,1,0.15,2024-06-22 04:34:58
2715,28,14483.27,4,Piura,Scotiabank,Banca Móvil Propia,Pago de Préstamos,32.08,0,0,0.15,2024-01-20 04:34:58
2716,33,15195.53,0,Piura,Interbank,Plin,Pago de Servicios,78.65,0,0,0.0,2024-04-08 04:34:58
2717,38,19786.03,4,Piura,BBVA,Web Banking,Pago de Tarjeta de Crédito,1883.7,1,1,0.3,2024-11-23 04:34:58
2718,37,3638.98,9,Trujillo,BCP,Plin,Transferencia Mismo Banco,206.28,0,1,0.2,2024-04-24 04:34:58
2719,43,15511.78,6,Piura,Scotiabank,Plin,Compras Online,24.1,1,1,0.35,2024-03-22 04:34:58
2720,29,14215.56,0,Lima,BanBif,Banca Móvil Propia,Recarga de Celular,36.58,0,0,0.0,2023-12-30 04:34:58
2721,41,28749.96,4,Trujillo,BBVA,Plin,Recarga de Celular,186.03,0,0,0.3,2024-08-27 04:34:58
2722,31,14724.04,5,Lima,BCP,Plin,Pago de Tarjeta de Crédito,164.13,0,0,0.15,2024-12-03 04:34:58
2723,43,19780.33,0,Lima,Scotiabank,Tunki,Transferencia Interbancaria,82.48,1,0,0.1,2024-11-13 04:34:58
2724,42,47626.2,9,Trujillo,BCP,Plin,Pago de Servicios,1330.51,0,1,0.0,2024-01-17 04:34:58
2725,23,36213.08,11,Lima,BCP,Banca Móvil Propia,Pago de Préstamos,2035.97,1,1,0.15,2024-07-07 04:34:58
2726,48,34583.63,9,Lima,Scotiabank,Plin,Recarga de Celular,113.93,0,0,0.0,2024-09-16 04:34:58
2727,28,17155.32,8,Arequipa,BBVA,QR,Retiro sin Tarjeta,355.3,0,1,0.35,2024-11-07 04:34:58
2728,44,28897.67,6,Lima,Interbank,QR,Transferencia Mismo Banco,373.59,0,1,0.45,2024-09-02 04:34:58
2729,39,19595.42,5,Arequipa,BanBif,Plin,Pago de Servicios,426.61,0,1,0.15,2024-08-14 04:34:58
2730,57,19969.34,5,Trujillo,BBVA,Plin,Transferencia Interbancaria,78.25,1,1,0.0,2024-04-01 04:34:58
2731,32,27033.79,8,Lima,BBVA,Plin,Pago de Préstamos,1032.2,0,1,0.0,2024-06-27 04:34:58
2732,30,16342.15,5,Trujillo,BCP,Yape,Pago de Servicios,138.57,0,1,0.0,2024-04-28 04:34:58
2733,34,46467.18,1,Trujillo,BCP,Tunki,Pago de Préstamos,226.33,0,0,0.25,2024-06-24 04:34:58
2734,31,20331.67,2,Lima,Scotiabank,Yape,Transferencia Mismo Banco,148.72,0,0,0.0,2023-12-17 04:34:58
2735,44,30006.83,11,Trujillo,BBVA,QR,Pago de Tarjeta de Crédito,129.06,0,1,0.1,2023-12-18 04:34:58
2736,18,45606.26,0,Trujillo,BCP,Yape,Pago de Servicios,196.06,1,1,0.1,2024-05-03 04:34:58
2737,22,36894.84,6,Arequipa,BCP,Yape,Pago de Tarjeta de Crédito,45.34,0,1,0.1,2024-03-29 04:34:58
2738,22,10889.35,15,Lima,BBVA,Yape,Transferencia Interbancaria,20.67,0,1,0.15,2024-02-02 04:34:58
2739,46,27513.94,6,Lima,BBVA,Plin,Retiro sin Tarjeta,119.9,1,1,0.15,2024-08-04 04:34:58
2740,55,33703.59,25,Lima,Interbank,QR,Pago de Servicios,61.53,0,1,0.1,2024-05-01 04:34:58
2741,33,34404.12,5,Otros,BBVA,Banca Móvil Propia,Compras Online,256.6,0,1,0.2,2024-02-10 04:34:58
2742,32,12623.97,0,Lima,BCP,Yape,Transferencia Interbancaria,229.02,0,1,0.15,2024-01-18 04:34:58
2743,35,15858.84,8,Piura,BBVA,QR,Pago de Tarjeta de Crédito,150.43,0,1,0.15,2023-12-15 04:34:58
2744,48,36216.83,1,Lima,BanBif,QR,Pago de Tarjeta de Crédito,653.0,0,1,0.0,2024-08-15 04:34:58
2745,23,15049.8,2,Trujillo,BCP,Banca Móvil Propia,Retiro sin Tarjeta,147.49,0,0,0.0,2024-03-24 04:34:58
2746,37,18961.24,1,Piura,Interbank,QR,Recarga de Celular,34.53,1,1,0.3,2024-03-18 04:34:58
2747,46,48433.06,1,Lima,BBVA,Banca Móvil Propia,Pago de Servicios,118.67,0,1,0.0,2024-05-29 04:34:58
2748,41,21506.28,2,Lima,Interbank,Banca Móvil Propia,Retiro sin Tarjeta,478.65,0,1,0.15,2024-09-01 04:34:58
2749,37,15315.38,2,Lima,BCP,Yape,Pago de Tarjeta de Crédito,22.55,0,1,0.3,2024-11-16 04:34:58
2750,47,14202.76,5,Lima,BanBif,Plin,Recarga de Celular,135.09,0,1,0.15,2024-09-19 04:34:58
2751,18,26013.21,8,Lima,Interbank,Banca Móvil Propia,Pago de Préstamos,263.87,1,1,0.1,2023-12-15 04:34:58
2752,43,11309.81,1,Arequipa,Scotiabank,QR,Pago de Tarjeta de Crédito,2105.36,1,1,0.35,2024-03-03 04:34:58
2753,27,19464.2,1,Piura,BCP,Tunki,Pago de Préstamos,496.83,1,1,0.35,2024-12-01 04:34:58
2754,18,26019.86,5,Arequipa,Interbank,Web Banking,Pago de Servicios,169.46,1,1,0.0,2024-09-12 04:34:58
2755,41,42174.66,5,Cusco,Scotiabank,Plin,Compras Online,249.82,0,0,0.0,2024-09-29 04:34:58
2756,51,30753.96,11,Lima,BBVA,Banca Móvil Propia,Pago de Servicios,22.25,0,0,0.1,2024-03-14 04:34:58
2757,33,15413.01,0,Trujillo,BBVA,Banca Móvil Propia,Transferencia Mismo Banco,51.95,0,0,0.15,2023-12-11 04:34:58
2758,46,39704.1,9,Lima,Interbank,Banca Móvil Propia,Pago de Servicios,284.56,0,1,0.35,2024-10-27 04:34:58
2759,54,18962.95,3,Piura,BCP,Banca Móvil Propia,Pago de Servicios,174.37,0,1,0.0,2024-10-21 04:34:58
2760,50,11874.5,4,Otros,Interbank,Plin,Retiro sin Tarjeta,198.09,0,0,0.0,2024-05-05 04:34:58
2761,54,20210.94,0,Lima,BCP,Yape,Transferencia Interbancaria,153.56,0,1,0.0,2024-05-10 04:34:58
2762,43,45210.5,2,Trujillo,BCP,Web Banking,Transferencia Mismo Banco,147.66,0,1,0.35,2024-06-07 04:34:58
2763,35,23923.58,1,Lima,Interbank,Yape,Pago de Servicios,164.5,1,1,0.2,2024-09-28 04:34:58
2764,18,22164.8,1,Trujillo,BCP,Plin,Retiro sin Tarjeta,51.62,0,0,0.0,2024-05-07 04:34:58
2765,32,49941.41,3,Lima,Pichincha,Tunki,Pago de Tarjeta de Crédito,118.05,0,1,0.2,2024-06-12 04:34:58
2766,24,10767.88,8,Cusco,Scotiabank,Plin,Pago de Préstamos,42.77,0,0,0.0,2024-04-16 04:34:58
2767,61,11581.92,6,Arequipa,Interbank,QR,Pago de Tarjeta de Crédito,79.87,0,1,0.0,2024-02-26 04:34:58
2768,32,9819.02,4,Lima,Scotiabank,Lukita,Pago de Préstamos,490.74,1,1,0.25,2023-12-28 04:34:58
2769,36,26537.77,3,Lima,Scotiabank,Web Banking,Compras Online,123.87,1,1,0.0,2024-01-24 04:34:58
2770,41,23938.58,2,Arequipa,BCP,Yape,Retiro sin Tarjeta,269.3,0,1,0.2,2024-07-31 04:34:58
2771,35,47637.15,18,Piura,Scotiabank,Banca Móvil Propia,Compras Online,166.55,0,1,0.5,2024-08-13 04:34:58
2772,55,24877.96,4,Cusco,BCP,QR,Pago de Préstamos,101.0,0,1,0.15,2024-10-22 04:34:58
2773,27,17996.3,1,Arequipa,BBVA,Web Banking,Compras Online,54.13,0,0,0.15,2024-04-13 04:34:58
2774,37,22046.24,1,Lima,BBVA,Web Banking,Compras Online,99.48,0,1,0.3,2024-10-26 04:34:58
2775,26,23361.71,4,Lima,Interbank,Lukita,Transferencia Interbancaria,178.25,0,1,0.15,2024-08-13 04:34:58
2776,19,9548.31,3,Arequipa,BCP,Yape,Recarga de Celular,265.11,1,1,0.3,2024-06-16 04:34:58
2777,27,50000.0,0,Arequipa,BCP,Yape,Pago de Servicios,167.73,0,0,0.45,2024-01-01 04:34:58
2778,34,28564.94,8,Lima,Interbank,QR,Pago de Préstamos,284.14,1,1,0.25,2024-08-07 04:34:58
2779,29,24465.13,6,Lima,BBVA,Lukita,Recarga de Celular,32.45,1,1,0.25,2024-01-26 04:34:58
2780,26,29958.91,5,Lima,Scotiabank,Lukita,Transferencia Interbancaria,353.07,1,1,0.0,2024-09-13 04:34:58
2781,18,31404.47,0,Lima,Interbank,Plin,Retiro sin Tarjeta,48.03,0,1,0.45,2024-08-29 04:34:58
2782,34,20531.66,2,Trujillo,BCP,Banca Móvil Propia,Recarga de Celular,396.83,0,1,0.0,2024-01-12 04:34:58
2783,18,16064.7,13,Lima,BCP,Yape,Transferencia Interbancaria,245.28,0,0,0.0,2024-02-04 04:34:58
2784,44,29724.45,9,Lima,Interbank,Tunki,Recarga de Celular,22.87,1,1,0.15,2023-12-29 04:34:58
2785,35,26711.66,1,Lima,BBVA,Plin,Compras Online,310.12,0,1,0.0,2024-06-20 04:34:58
2786,18,14691.95,0,Lima,BCP,QR,Pago de Tarjeta de Crédito,401.46,1,0,0.2,2024-10-07 04:34:58
2787,31,44780.04,2,Lima,BCP,Yape,Compras Online,522.11,0,1,0.15,2024-11-24 04:34:58
2788,25,25506.18,2,Lima,BCP,Tunki,Retiro sin Tarjeta,68.81,1,1,0.15,2024-06-16 04:34:58
2789,38,31726.57,5,Lima,BCP,Yape,Pago de Servicios,177.58,0,1,0.2,2024-07-09 04:34:58
2790,51,44177.04,16,Otros,BBVA,Banca Móvil Propia,Compras Online,297.21,1,0,0.1,2024-01-18 04:34:58
2791,18,22268.86,2,Lima,Scotiabank,Banca Móvil Propia,Pago de Tarjeta de Crédito,309.92,0,0,0.1,2024-10-29 04:34:58
2792,36,25808.93,0,Arequipa,BBVA,QR,Pago de Tarjeta de Crédito,223.52,0,1,0.35,2024-02-28 04:34:58
2793,33,33024.79,11,Lima,Scotiabank,Yape,Transferencia Mismo Banco,96.87,0,1,0.0,2024-03-01 04:34:58
2794,43,15330.04,0,Arequipa,BCP,Yape,Pago de Tarjeta de Crédito,398.59,1,1,0.2,2024-07-18 04:34:58
2795,37,22629.87,15,Trujillo,BBVA,Lukita,Retiro sin Tarjeta,400.94,0,1,0.0,2024-03-22 04:34:58
2796,25,23453.48,5,Lima,Interbank,Plin,Pago de Préstamos,127.2,0,0,0.0,2024-12-01 04:34:58
2797,31,13656.5,14,Piura,Interbank,Yape,Compras Online,67.79,0,0,0.6,2024-05-06 04:34:58
2798,25,50000.0,1,Piura,Interbank,Banca Móvil Propia,Recarga de Celular,71.67,0,1,0.15,2024-09-10 04:34:58
2799,47,10898.2,0,Cusco,Interbank,Banca Móvil Propia,Pago de Servicios,581.04,0,1,0.15,2024-07-05 04:34:58
2800,35,11509.73,3,Lima,Interbank,Yape,Compras Online,384.01,0,1,0.45,2024-08-05 04:34:58
2801,57,42493.79,2,Lima,BCP,Yape,Compras Online,145.47,1,1,0.45,2024-08-15 04:34:58
2802,34,31465.06,2,Otros,Interbank,QR,Transferencia Mismo Banco,121.61,0,0,0.2,2024-08-06 04:34:58
